"Time","Sound pressure level"
1.905801870E2,-4.889294428E1
1.906933500E2,-4.830546658E1
1.907985170E2,-4.465845437E1
1.909113590E2,-4.675515985E1
1.910153850E2,-4.788588025E1
1.911236260E2,-4.754385657E1
1.912320930E2,-4.758277164E1
1.913448540E2,-4.856161468E1
1.914488970E2,-4.881217749E1
1.915616860E2,-4.781101517E1
1.916656100E2,-4.528837189E1
1.917784740E2,-4.210123843E1
1.918824810E2,-4.384900232E1
1.919952660E2,-4.741172802E1
1.920991700E2,-4.733503527E1
1.922119770E2,-4.734170414E1
1.923159560E2,-4.747176979E1
1.924289200E2,-4.437683842E1
1.925374460E2,-4.721315004E1
1.926495090E2,-4.761023301E1
1.927622770E2,-4.239794415E1
1.928748590E2,-4.516026742E1
1.929864540E2,-4.847340565E1
1.930947050E2,-4.749597478E1
1.931996911E2,-4.778510680E1
1.933113360E2,-4.910670558E1
1.934165510E2,-4.932033215E1
