"Time","Sound pressure level"
2.877007294E1,-5.112580519E1
2.887782192E1,-5.109178767E1
2.898773301E1,-5.100184367E1
2.909452200E1,-5.195904922E1
2.920394194E1,-5.088333265E1
2.931134892E1,-5.097508576E1
2.942281199E1,-5.168338794E1
2.953076100E1,-5.144755132E1
2.964093101E1,-5.070498689E1
2.974590194E1,-4.954379240E1
2.985845101E1,-5.150478838E1
2.996872997E1,-5.146622284E1
3.007831895E1,-5.093652145E1
3.019085598E1,-5.191848511E1
3.029520893E1,-5.197843327E1
3.040782297E1,-5.075112879E1
3.051191795E1,-5.107357802E1
3.062445390E1,-5.202804199E1
3.073132801E1,-5.150407072E1
3.083662796E1,-5.063575831E1
3.094549298E1,-5.098082813E1
3.105287993E1,-5.209044805E1
3.116238892E1,-5.161956726E1
3.127496696E1,-4.992885484E1
3.137900901E1,-5.120533658E1
3.148651993E1,-5.112110713E1
3.159586298E1,-5.062185789E1
3.170837498E1,-5.138212126E1
3.181258595E1,-5.196968725E1
3.192514598E1,-5.145645092E1
3.202937591E1,-5.125352788E1
3.214204395E1,-5.192166789E1
3.224610496E1,-5.222226931E1
3.235458899E1,-5.129642469E1
3.246292698E1,-5.092677023E1
3.257125199E1,-5.191085790E1
3.267964196E1,-5.164644962E1
3.278800499E1,-5.099404450E1
3.289642894E1,-5.131442439E1
3.300466502E1,-5.190434430E1
3.311325800E1,-5.077543612E1
3.321683693E1,-5.176974989E1
3.332945800E1,-5.208778965E1
3.343361497E1,-5.127792130E1
3.354631996E1,-5.071923685E1
3.364942098E1,-5.082731268E1
3.375238895E1,-5.111831435E1
3.386460698E1,-5.084394867E1
3.397601891E1,-5.079324181E1
3.408036196E1,-5.159255123E1
3.419268799E1,-5.142960184E1
3.429717791E1,-5.030167297E1
3.440935397E1,-5.130769264E1
3.451575196E1,-5.167916530E1
3.462838495E1,-5.142120959E1
3.473333895E1,-5.029218242E1
3.484580195E1,-5.114662400E1
3.496140599E1,-5.214404487E1
3.507209301E1,-5.083113095E1
3.518089795E1,-5.163301185E1
3.528891492E1,-5.106964002E1
3.539772201E1,-5.057480151E1
3.551024401E1,-5.066429341E1
3.561441195E1,-5.155367252E1
3.572696793E1,-5.162746072E1
3.583129692E1,-5.122640494E1
3.594396901E1,-5.141646790E1
3.605114996E1,-5.181627341E1
3.616391194E1,-5.201152960E1
3.627135098E1,-5.078382234E1
3.638146496E1,-5.010445007E1
3.649098694E1,-5.165710519E1
3.659826791E1,-5.124961434E1
3.670758390E1,-5.063031629E1
3.681505001E1,-5.216345991E1
3.692428899E1,-5.127342753E1
3.703176391E1,-5.118638777E1
3.713526595E1,-5.157390186E1
3.724678898E1,-5.163722501E1
3.735886395E1,-5.217050052E1
3.746526194E1,-5.057726650E1
3.757775295E1,-4.981029339E1
3.768212998E1,-5.134240846E1
3.779483891E1,-5.062298906E1
3.789887595E1,-5.083864333E1
3.801134396E1,-5.171688502E1
3.811565697E1,-5.089088715E1
3.822828090E1,-5.044949319E1
3.833557999E1,-5.136892087E1
3.844695401E1,-5.134850450E1
3.855982494E1,-5.144243886E1
3.866598094E1,-5.019201324E1
3.877332592E1,-5.092182306E1
3.888265598E1,-5.197023005E1
3.899540794E1,-5.146415066E1
3.909942091E1,-5.135990889E1
3.920373201E1,-5.163865600E1
3.931625199E1,-5.202888187E1
3.942271996E1,-5.063467213E1
3.953582299E1,-5.227185276E1
3.964593792E1,-5.138849754E1
3.974978197E1,-5.145022878E1
3.986263192E1,-5.122379601E1
3.996872699E1,-5.233332600E1
4.008043301E1,-5.152092765E1
4.018336093E1,-5.029827122E1
4.029600298E1,-5.165937491E1
4.040010190E1,-5.124441257E1
4.051032495E1,-5.048899030E1
4.061684799E1,-5.077121481E1
4.072943997E1,-5.154463352E1
4.083361197E1,-5.161435442E1
4.094353497E1,-5.104135991E1
4.105043495E1,-5.059879497E1
4.115794802E1,-5.058031833E1
4.126723194E1,-5.153449478E1
4.137237394E1,-5.041442575E1
4.148402095E1,-5.114961258E1
4.159372091E1,-5.078903082E1
4.170077300E1,-5.042910370E1
4.181154394E1,-5.121105862E1
4.191754401E1,-5.147866885E1
4.203023100E1,-5.070011577E1
4.213688600E1,-5.045825987E1
4.224729598E1,-5.147930633E1
4.235105300E1,-5.169169456E1
4.246387792E1,-5.124732897E1
4.256790698E1,-5.048492178E1
4.268057501E1,-5.117198571E1
4.278453696E1,-5.130620852E1
4.289651000E1,-5.129269776E1
4.300141299E1,-5.222883115E1
4.311206698E1,-5.145530683E1
4.321814191E1,-5.145452937E1
4.333070791E1,-5.091205316E1
4.344281495E1,-5.186135439E1
4.355165100E1,-5.152879684E1
4.366422498E1,-5.081634955E1
4.376860297E1,-5.151606293E1
4.388096392E1,-5.116308052E1
4.398517096E1,-5.108501254E1
4.409760499E1,-5.259337903E1
4.420205092E1,-5.243854386E1
4.431425190E1,-5.110215592E1
4.441876698E1,-5.048200956E1
4.453093791E1,-5.194610394E1
4.463549495E1,-5.088195431E1
4.474761999E1,-5.120109123E1
4.485225999E1,-5.068733152E1
4.496437693E1,-5.170337572E1
4.506903601E1,-5.082555461E1
4.518092501E1,-5.051538287E1
4.528577495E1,-5.129903244E1
4.539757299E1,-5.104847064E1
4.550264990E1,-5.057838409E1
4.561425292E1,-5.053184032E1
4.571936190E1,-5.191285652E1
4.583112800E1,-5.097029418E1
4.593855000E1,-5.140295166E1
4.604779196E1,-5.133251944E1
4.615813601E1,-5.169815752E1
4.626966500E1,-5.119407914E1
4.637582290E1,-5.054284910E1
4.648639297E1,-5.214271942E1
4.659248590E1,-5.053341613E1
4.670328391E1,-5.126152725E1
4.681540596E1,-5.121746770E1
4.691998601E1,-5.180957630E1
4.703208899E1,-5.127524966E1
4.713927495E1,-5.057824972E1
4.724873900E1,-5.141611025E1
4.735350502E1,-5.080462255E1
4.746541595E1,-5.067756967E1
4.757041800E1,-5.078593134E1
4.768185496E1,-5.104192226E1
4.778814495E1,-5.082573498E1
4.789851201E1,-5.091215691E1
4.800387096E1,-5.157163158E1
4.811518300E1,-5.036459065E1
4.822063899E1,-5.078720335E1
4.833187592E1,-5.007620949E1
4.843739998E1,-5.069176804E1
4.854853094E1,-5.061912829E1
4.865412700E1,-5.103689620E1
4.876521790E1,-5.135220073E1
4.887092996E1,-5.096973538E1
4.898185694E1,-5.015534856E1
4.908770001E1,-5.108444509E1
4.919852400E1,-5.050902007E1
4.930443799E1,-5.029947779E1
4.941516590E1,-5.131040798E1
4.952130890E1,-5.172215619E1
4.963189590E1,-5.121947148E1
4.974058402E1,-5.029494732E1
4.984677398E1,-4.967614433E1
4.995472395E1,-5.155650460E1
5.006344497E1,-5.116262188E1
5.017162097E1,-5.005345919E1
5.028012300E1,-5.062565455E1
5.038836491E1,-5.067722904E1
5.049676394E1,-5.022583571E1
5.060519993E1,-5.106748142E1
5.071344292E1,-5.090828694E1
5.082187593E1,-5.063652988E1
5.093017590E1,-5.053523792E1
5.103866100E1,-5.146064222E1
5.114676201E1,-5.155535269E1
5.125541902E1,-4.977573597E1
5.136343300E1,-5.125037897E1
5.147224998E1,-5.146628220E1
5.158010399E1,-5.029805033E1
5.168902099E1,-5.142850335E1
5.179703295E1,-5.163099340E1
5.190573096E1,-4.974382598E1
5.201370502E1,-5.132320087E1
5.212252891E1,-5.123490277E1
5.223032498E1,-5.189855214E1
5.234183490E1,-4.721025902E1
5.244721293E1,-4.821730908E1
5.255605590E1,-5.207947589E1
5.266373897E1,-5.230992025E1
5.277291799E1,-5.076518096E1
5.288035500E1,-5.046024766E1
5.298957300E1,-5.084746006E1
5.309702492E1,-5.050633424E1
5.320634592E1,-5.061605020E1
5.331366801E1,-5.173618466E1
5.342310691E1,-4.414846802E1
5.353036499E1,-4.859256849E1
5.364002395E1,-5.032046776E1
5.374726892E1,-5.181620292E1
5.385669792E1,-5.108360697E1
5.396394801E1,-5.081592334E1
5.407350791E1,-5.114717160E1
5.418060100E1,-5.175205715E1
5.429027200E1,-5.124505173E1
5.439723694E1,-5.055060671E1
5.450706291E1,-5.150479524E1
5.461412692E1,-5.024042549E1
5.472389698E1,-5.146822001E1
5.483057201E1,-5.144897732E1
5.494325793E1,-4.937104199E1
5.504680300E1,-5.113939709E1
5.515735793E1,-5.109169708E1
5.526392293E1,-5.208368910E1
5.537424099E1,-5.083449710E1
5.548059392E1,-5.139878013E1
5.559091592E1,-5.096917153E1
5.569756794E1,-5.097088148E1
5.580772901E1,-5.030066633E1
5.591406393E1,-5.152980997E1
5.602446997E1,-5.205051107E1
5.613082302E1,-5.141967303E1
5.624121499E1,-5.071883944E1
5.634754491E1,-5.171491328E1
5.645794702E1,-5.088133021E1
5.656417191E1,-5.169546069E1
5.667480695E1,-5.101851732E1
5.678083301E1,-5.128437558E1
5.689154196E1,-5.134957372E1
5.699747193E1,-5.088209400E1
5.710833693E1,-5.212740903E1
5.721413291E1,-5.165582706E1
5.732504702E1,-5.058036556E1
5.743082500E1,-4.327241639E1
5.754424798E1,-4.632560346E1
5.765683901E1,-5.077518345E1
5.776427901E1,-5.034961141E1
5.787537694E1,-5.116295753E1
5.798721993E1,-5.121779238E1
5.809759796E1,-5.126991105E1
5.820881701E1,-5.136963292E1
5.831436801E1,-5.088963627E1
5.842559099E1,-5.140046279E1
5.853104198E1,-5.116827358E1
5.864237499E1,-5.095176280E1
5.874762893E1,-5.137286262E1
5.885909796E1,-5.105631905E1
5.896435595E1,-5.160939133E1
5.907599401E1,-5.154849337E1
5.918102396E1,-5.175058880E1
5.929267097E1,-4.326179727E1
5.939771295E1,-4.970437393E1
5.950945401E1,-5.137876160E1
5.961426699E1,-5.011075803E1
5.972627890E1,-5.105751808E1
5.983114493E1,-5.140634296E1
5.994586098E1,-5.038782493E1
6.005166292E1,-5.090820677E1
6.015978491E1,-5.126858466E1
6.026458895E1,-4.433447917E1
6.037667596E1,-4.711900802E1
6.048120391E1,-5.158759900E1
6.059334993E1,-5.178819620E1
6.069788492E1,-5.035199566E1
6.081014299E1,-5.106168762E1
6.091454399E1,-5.189234810E1
6.102688897E1,-5.083846005E1
6.113524890E1,-5.136661837E1
6.124369895E1,-5.128012216E1
6.135615301E1,-5.100946395E1
6.146049297E1,-5.119533645E1
6.156590390E1,-5.092940557E1
6.167843890E1,-5.188493784E1
6.179104495E1,-5.135458839E1
6.189496696E1,-5.025710834E1
6.200749898E1,-5.121482464E1
6.211081696E1,-5.153501055E1
6.222342694E1,-5.066745881E1
6.232759094E1,-5.072056234E1
6.244022691E1,-5.189117213E1
6.254687297E1,-5.118161617E1
6.265208495E1,-5.039812656E1
6.276120198E1,-5.190342013E1
6.287407601E1,-5.159814083E1
6.297798491E1,-5.090592440E1
6.309062600E1,-5.162215966E1
6.319465101E1,-5.121453974E1
6.330704093E1,-5.188023554E1
6.341147292E1,-5.153449173E1
6.351690102E1,-5.186991394E1
6.362814391E1,-5.175752422E1
6.374076498E1,-5.124822518E1
6.385278296E1,-5.191917523E1
6.396164095E1,-5.175355000E1
6.407427597E1,-5.113902051E1
6.417859995E1,-5.079539578E1
6.428661299E1,-5.136618537E1
6.439516294E1,-5.033043108E1
6.450713193E1,-5.200078226E1
6.461200202E1,-5.184960138E1
6.472451901E1,-5.161211312E1
6.482873499E1,-5.073907459E1
6.494052696E1,-5.203696387E1
6.504678500E1,-5.216524018E1
6.515936601E1,-5.073020394E1
6.526229298E1,-5.023762419E1
6.537484992E1,-5.123437990E1
6.547902393E1,-5.220329587E1
6.559152901E1,-5.046070481E1
6.569587994E1,-5.133326707E1
6.580857897E1,-5.130121252E1
6.591259491E1,-5.096963370E1
6.602518499E1,-5.130348798E1
6.612938094E1,-5.126765596E1
6.624201298E1,-5.046975322E1
6.634871697E1,-5.047847501E1
6.645519102E1,-4.984658710E1
6.656288993E1,-5.094214868E1
6.667384100E1,-5.035231346E1
6.677974796E1,-5.135642919E1
6.689221597E1,-5.164208019E1
6.699646091E1,-5.073693425E1
6.710898292E1,-4.270464102E1
6.721327198E1,-5.110681867E1
6.732576597E1,-4.951506356E1
6.743001091E1,-5.083532628E1
6.753906691E1,-3.957719196E1
6.764674699E1,-4.790971953E1
6.775809693E1,-5.122408294E1
6.786360097E1,-5.049561685E1
6.797333097E1,-5.116430686E1
6.808028901E1,-5.106422438E1
6.818371499E1,-5.080774538E1
6.829575694E1,-5.233296530E1
6.841183400E1,-5.065793810E1
6.852465999E1,-5.105359376E1
6.863055396E1,-5.157224513E1
6.874180996E1,-5.161518163E1
6.884743202E1,-4.097610002E1
6.895792699E1,-4.837588306E1
6.906418395E1,-5.058803229E1
6.917675698E1,-5.155217820E1
6.928094900E1,-5.017783433E1
6.939115596E1,-5.110905046E1
6.949771297E1,-5.090275867E1
6.961018300E1,-4.997263867E1
6.971440494E1,-5.119618156E1
6.982630301E1,-5.120247920E1
6.993128490E1,-5.058940288E1
7.003620398E1,-5.078936947E1
7.015058994E1,-5.173973671E1
7.026259100E1,-4.242825387E1
7.037542498E1,-4.855104936E1
7.048156500E1,-5.091160669E1
7.059367800E1,-5.083319437E1
7.069834793E1,-4.347299780E1
7.081085300E1,-4.977181441E1
7.091512597E1,-4.980085992E1
7.102388990E1,-5.095446084E1
7.113515997E1,-5.096792037E1
7.124553800E1,-5.115002845E1
7.135114598E1,-4.952585584E1
7.146249092E1,-4.775258048E1
7.157100892E1,-4.453215211E1
7.168210292E1,-4.971158990E1
7.178599894E1,-4.886076208E1
7.189594698E1,-5.116712853E1
7.199887991E1,-5.098503938E1
7.211140990E1,-5.068410676E1
7.221572995E1,-4.153782005E1
7.232805300E1,-4.197077967E1
7.243243098E1,-4.516294526E1
7.254503500E1,-4.457424143E1
7.264925492E1,-5.148267645E1
7.276079893E1,-5.045343705E1
7.286602998E1,-5.062142242E1
7.297857392E1,-4.213413993E1
7.308276999E1,-5.072070792E1
7.319531190E1,-5.053297136E1
7.329969096E1,-5.035442755E1
7.341231692E1,-5.111681078E1
7.351634693E1,-5.120104582E1
7.362905300E1,-5.073738191E1
7.373316300E1,-5.227191541E1
7.384565091E1,-5.146488019E1
7.395295095E1,-5.108909416E1
7.406290901E1,-5.080510095E1
7.416666293E1,-4.470107906E1
7.427683794E1,-4.911067946E1
7.438352501E1,-5.090485771E1
7.448851693E1,-5.133817695E1
7.460027599E1,-5.182598503E1
7.470689297E1,-5.094698930E1
7.481706893E1,-5.158053558E1
7.492951798E1,-5.197398697E1
7.503761101E1,-5.134554875E1
7.514619100E1,-5.143351465E1
7.525053096E1,-5.199802429E1
7.536295795E1,-5.149738858E1
7.547045290E1,-5.106324451E1
7.558301890E1,-5.178853995E1
7.569851196E1,-5.141649407E1
7.580186093E1,-4.903732908E1
7.591169691E1,-4.997951178E1
7.601760399E1,-5.143845529E1
7.612644792E1,-5.121584400E1
7.623432100E1,-5.083574388E1
7.634305191E1,-5.192905505E1
7.645115900E1,-5.076201398E1
7.655972898E1,-5.177646412E1
7.666791296E1,-5.109856074E1
7.677639401E1,-5.149563553E1
7.688459098E1,-5.134212387E1
7.699317193E1,-5.129670964E1
7.710140991E1,-5.080677433E1
7.720971894E1,-5.189800679E1
7.731828701E1,-5.053076592E1
7.742642093E1,-5.120653011E1
7.753503191E1,-5.066458955E1
7.764315498E1,-4.489225052E1
7.775442290E1,-4.184021431E1
7.786099792E1,-4.601961702E1
7.796848691E1,-5.065177961E1
7.807771492E1,-5.060415406E1
7.818544400E1,-5.120282031E1
7.829428601E1,-5.024872955E1
7.840207994E1,-5.042468882E1
7.851102293E1,-5.104929312E1
7.861884999E1,-5.031437800E1
7.872766995E1,-5.067478905E1
7.883560991E1,-5.064618068E1
7.894436300E1,-5.119494968E1
7.905247200E1,-5.023168410E1
7.916100895E1,-5.093797369E1
7.926911390E1,-5.088016205E1
7.938162291E1,-5.026541193E1
7.948859000E1,-5.136661572E1
7.960055399E1,-5.165857010E1
7.971325600E1,-5.063358021E1
7.982318497E1,-5.063964228E1
7.993581998E1,-5.058365988E1
8.003927290E1,-5.131822955E1
8.015199602E1,-5.079959156E1
8.025645792E1,-5.042773871E1
8.036913991E1,-5.121980801E1
8.048449790E1,-4.743280359E1
8.058977699E1,-4.994299901E1
8.070255995E1,-5.075768440E1
8.081724501E1,-5.125742769E1
8.092310894E1,-5.107985739E1
8.103564799E1,-5.087802120E1
8.115117097E1,-5.055704322E1
8.126667297E1,-5.046550954E1
8.137313998E1,-5.048968311E1
8.148578799E1,-5.168821113E1
8.160149193E1,-5.008954502E1
8.170478702E1,-5.047892504E1
8.181394494E1,-5.210152038E1
8.192044890E1,-4.142435260E1
8.203300095E1,-4.620886781E1
8.213727796E1,-5.117672546E1
8.224989295E1,-5.061087954E1
8.235661495E1,-5.029416264E1
8.245936596E1,-5.095205868E1
8.257078695E1,-5.141569423E1
8.267439890E1,-5.057949474E1
8.278574896E1,-5.090817763E1
8.290254796E1,-4.951558742E1
8.301909602E1,-4.151976993E1
8.313201201E1,-4.955291484E1
8.323781490E1,-5.156041172E1
8.335043490E1,-5.079724128E1
8.345459497E1,-5.022261549E1
8.356728792E1,-5.064708714E1
8.367139292E1,-5.138105670E1
8.378397894E1,-4.727574013E1
8.388803291E1,-5.130628147E1
8.400052190E1,-5.153748309E1
8.410967100E1,-5.073215612E1
8.422164094E1,-5.076246525E1
8.432913101E1,-5.113221989E1
8.443842292E1,-5.087758142E1
8.454585993E1,-5.074136414E1
8.465511692E1,-5.124023881E1
8.476252198E1,-5.114697732E1
8.487188697E1,-4.971295096E1
8.497920692E1,-4.971478145E1
8.508868694E1,-5.171238207E1
8.519583595E1,-5.017138347E1
8.530541193E1,-4.442138473E1
8.541248393E1,-5.086409170E1
8.552217090E1,-5.139829221E1
8.562925291E1,-4.827295807E1
8.573903692E1,-4.056550931E1
8.584600997E1,-5.010829670E1
8.595831501E1,-4.991216215E1
8.606275392E1,-5.007967819E1
8.617252195E1,-5.085515048E1
8.628429091E1,-5.204053241E1
8.638937593E1,-5.056375527E1
8.650190091E1,-5.165721467E1
8.660611796E1,-5.125050629E1
8.671867692E1,-5.020263937E1
8.682287097E1,-5.103478033E1
8.692683899E1,-5.113824938E1
8.703952491E1,-5.056809542E1
8.714650095E1,-4.304328993E1
8.725638497E1,-4.247009027E1
8.736317194E1,-5.162536203E1
8.747316396E1,-4.799227822E1
8.757976198E1,-4.952688013E1
8.768998897E1,-5.115281340E1
8.779662395E1,-5.033359294E1
8.790665591E1,-5.133622771E1
8.801335096E1,-5.149587104E1
8.812344193E1,-5.092413529E1
8.822995496E1,-5.036595068E1
8.834020901E1,-5.103387447E1
8.844550192E1,-5.076767179E1
8.855975199E1,-5.118522705E1
8.866479993E1,-5.027731033E1
8.877387393E1,-5.108018622E1
8.888530397E1,-5.092192675E1
8.899060690E1,-5.128010336E1
8.910193896E1,-5.098232780E1
8.920743799E1,-5.021310344E1
8.931857800E1,-5.009516758E1
8.942422497E1,-5.134730935E1
8.953681290E1,-5.050615347E1
